# N=50 REP=500 dy=0.1
# BRG
# numCompCon p
0 50
0.00078125 49.046
0.0015625 48.088
0.00234375 47.216
0.003125 46.354
0.00390625 45.18
0.0046875 44.378
0.00546875 43.396
0.00625 42.364
0.00703125 41.74
0.0078125 40.478
0.00859375 39.582
0.009375 38.688
0.0101563 37.616
0.0109375 36.864
0.0117188 35.454
0.0125 34.834
0.0132813 33.814
0.0140625 32.916
0.0148437 32.006
0.015625 30.882
0.0164063 30.264
0.0171875 29.448
0.0179688 28.604
0.01875 27.44
0.0195313 26.408
0.0203125 25.796
0.0210938 24.72
0.021875 23.63
0.0226563 22.834
0.0234375 21.818
0.0242188 21.134
0.025 20.388
0.0257813 19.266
0.0265625 19.27
0.0273438 18.206
0.028125 17.556
0.0289063 16.424
0.0296875 15.872
0.0304687 15.38
0.03125 15.206
0.0320312 14.38
0.0328125 13.806
0.0335938 13.298
0.034375 12.256
0.0351562 11.98
0.0359375 11.596
0.0367188 10.958
0.0375 10.8
0.0382813 10.35
0.0390625 9.734
0.0398438 9.458
0.040625 8.896
0.0414063 8.738
0.0421875 8.378
0.0429688 7.958
0.04375 7.778
0.0445313 7.476
0.0453125 7.05
0.0460938 6.886
0.046875 6.598
0.0476562 6.324
0.0484375 6.252
0.0492188 5.87
0.05 5.564
0.0507812 5.616
0.0515625 5.272
0.0523438 5.22
0.053125 4.874
0.0539063 4.728
0.0546875 4.632
0.0554687 4.496
0.05625 4.262
0.0570313 3.936
0.0578125 4.01
0.0585938 3.842
0.059375 3.722
0.0601562 3.616
0.0609375 3.48
0.0617188 3.374
0.0625 3.296
0.0632812 3.174
0.0640625 3.18
0.0648438 3.052
0.065625 2.876
0.0664062 2.764
0.0671875 2.716
0.06875 2.636
0.0695313 2.576
0.0703125 2.472
0.0710938 2.432
0.071875 2.364
0.0726563 2.206
0.0734375 2.202
0.075 2.214
0.0757813 2.052
0.0765625 1.916
0.078125 2.01
0.0789063 1.936
0.0796875 1.89
0.08125 1.85
0.0820313 1.672
0.0828125 1.696
0.084375 1.672
0.0859375 1.66
0.0875 1.562
0.090625 1.474
0.09375 1.416
0.096875 1.316
0.1 1.26
0.10625 1.206
0.1125 1.142
0.125 1.098
0.15 1.018
0.2 1
0.3 1
0.4 1
0.5 1
0.6 1
0.7 1
0.8 1
0.9 1
1 1
