# N=60 REP=500 dy=0.1
# BRG
# numCompCon p
0 60
0.00078125 58.586
0.0015625 57.242
0.00234375 55.666
0.003125 54.52
0.00390625 53.042
0.0046875 51.692
0.00546875 50.208
0.00625 48.9
0.00703125 47.818
0.0078125 46.484
0.00859375 44.534
0.009375 43.098
0.0101563 42.282
0.0109375 40.64
0.0117188 39.438
0.0125 37.942
0.0132813 36.486
0.0140625 35.152
0.0148437 33.996
0.015625 32.548
0.0164063 31.586
0.0171875 30.168
0.0179688 29.048
0.01875 27.58
0.0195313 26.44
0.0203125 25.198
0.0210938 23.852
0.021875 22.752
0.0226563 21.872
0.0234375 20.68
0.0242188 19.684
0.025 18.818
0.0257813 17.582
0.0265625 16.722
0.0273438 16.164
0.028125 15.286
0.0289063 14.504
0.0296875 13.784
0.0304687 13.166
0.03125 12.548
0.0320312 11.794
0.0328125 11.094
0.0335938 10.578
0.034375 9.998
0.0351562 9.724
0.0359375 9.262
0.0367188 8.818
0.0375 8.492
0.0382813 8.24
0.0390625 7.618
0.0398438 7.46
0.040625 7.004
0.0414063 6.822
0.0421875 6.688
0.0429688 6.156
0.04375 5.884
0.0445313 5.69
0.0453125 5.23
0.0460938 5.406
0.046875 4.798
0.0484375 4.742
0.0492188 4.318
0.05 4.324
0.0507812 3.97
0.0515625 3.922
0.0523438 3.858
0.053125 3.642
0.0539063 3.468
0.0546875 3.304
0.05625 3.236
0.0570313 3.126
0.0578125 2.874
0.0585938 2.702
0.059375 2.756
0.0601562 2.618
0.0609375 2.596
0.0617188 2.568
0.0625 2.444
0.0640625 2.386
0.0648438 2.274
0.065625 2.13
0.0671875 2.04
0.0679688 1.96
0.06875 1.832
0.0703125 1.902
0.0710938 1.842
0.071875 1.732
0.0734375 1.698
0.075 1.618
0.078125 1.526
0.08125 1.44
0.0828125 1.374
0.084375 1.316
0.0875 1.252
0.090625 1.206
0.09375 1.142
0.1 1.134
0.125 1.034
0.15 1.008
0.2 1
0.3 1
0.4 1
0.5 1
0.6 1
0.7 1
0.8 1
0.9 1
1 1
