# N=25 REP=500 dy=0.1
# p-connected p
0 25
0.00078125 24.76
0.0015625 24.518
0.00234375 24.292
0.003125 24.112
0.00390625 23.812
0.0046875 23.54
0.00546875 23.28
0.00625 23.122
0.00703125 22.936
0.0078125 22.56
0.00859375 22.47
0.009375 22.206
0.0101563 21.942
0.0109375 21.724
0.0117188 21.496
0.0125 21.276
0.0132813 21.158
0.0140625 20.866
0.0148437 20.526
0.015625 20.298
0.0164063 20.072
0.0171875 19.92
0.0179688 19.792
0.01875 19.394
0.0195313 19.306
0.0203125 18.708
0.0210938 18.63
0.021875 18.436
0.0226563 18.472
0.0234375 18.158
0.0242188 17.736
0.025 17.496
0.0257813 17.254
0.0265625 17.226
0.0273438 17.024
0.028125 16.71
0.0289063 16.46
0.0296875 16.134
0.0304687 15.712
0.03125 15.742
0.0320312 15.234
0.0328125 15.324
0.0335938 15.096
0.034375 15.012
0.0351562 14.484
0.0359375 14.396
0.0367188 14.156
0.0375 14.062
0.0382813 14.016
0.0390625 13.646
0.0398438 13.044
0.040625 13.034
0.0414063 12.986
0.0421875 12.698
0.0429688 12.5
0.04375 12.082
0.0445313 12.084
0.0453125 11.868
0.0460938 11.71
0.046875 11.206
0.0476562 11.142
0.0484375 11.05
0.0492188 11.034
0.05 10.748
0.0507812 10.834
0.0515625 10.424
0.0523438 10.224
0.053125 10.142
0.0539063 9.844
0.0546875 9.804
0.0554687 9.546
0.05625 9.26
0.0570313 9.066
0.0578125 8.884
0.0585938 8.82
0.059375 8.666
0.0601562 8.58
0.0609375 8.096
0.0617188 8.254
0.0625 7.954
0.0632812 8.204
0.0640625 7.682
0.0648438 7.546
0.065625 7.394
0.0664062 7.422
0.0671875 6.936
0.06875 6.898
0.0695313 6.628
0.0703125 6.57
0.071875 6.498
0.0726563 6.184
0.0734375 6.112
0.0742188 6.266
0.075 5.994
0.0757813 5.64
0.0765625 5.59
0.0773438 5.534
0.078125 5.716
0.0789063 5.32
0.0796875 5.27
0.0804688 5.14
0.08125 5.048
0.0820313 5.164
0.0828125 4.904
0.084375 4.806
0.0851563 4.55
0.0859375 4.564
0.0867188 4.502
0.0875 4.358
0.0890625 4.29
0.0898438 4.136
0.090625 4.102
0.0914063 4.088
0.0921875 3.952
0.0929688 3.96
0.09375 3.824
0.0953125 3.768
0.0960938 3.692
0.096875 3.476
0.0984375 3.428
0.0992188 3.316
0.1 3.294
0.101562 3.298
0.102344 3.194
0.103125 3.136
0.103906 3.126
0.104688 3.01
0.105469 2.916
0.10625 2.878
0.109375 2.804
0.110156 2.836
0.110937 2.69
0.1125 2.656
0.114063 2.59
0.114844 2.548
0.115625 2.488
0.116406 2.356
0.117188 2.334
0.11875 2.332
0.120312 2.304
0.121875 2.21
0.125 2.126
0.126562 2.066
0.127344 2.06
0.128125 1.942
0.13125 1.85
0.1375 1.794
0.140625 1.718
0.14375 1.678
0.15 1.61
0.151563 1.568
0.153125 1.492
0.15625 1.464
0.159375 1.384
0.1625 1.35
0.175 1.278
0.18125 1.19
0.1875 1.158
0.2 1.098
0.3 1
0.4 1
0.5 1
0.6 1
0.7 1
0.8 1
0.9 1
1 1
